class,Ui,Ui_SE,Ui_CI,Pi,Pi_SE,Pi_CI
0,0.871559633027523,0.022712736140100487,0.044516962834596954,0.8700334353817936,0.01778142690249369,0.03485159672888763
1,0.8131868131868132,0.028970743486387753,0.056782657233319996,0.8152387992282168,0.027170838526169708,0.05325484351129263
