class,Area_ha,SE_Ha,CI_Ha,SE%,CI%
0,149082.6604840957,4522.611353081601,8864.318252039939,0.030336266728779492,0.05945908278840781
1,103456.24981471644,4522.611353081601,8864.318252039939,0.04371520677756356,0.08568180528402458
