class,Area_ha,SE_Ha,CI_Ha,SE%,CI%
0,121356.06460117073,5932.1104033328975,11626.936390532479,0.048881862005235706,0.09580844953026199
1,179770.3634590597,5932.1104033329,11626.936390532484,0.032998266728674994,0.06467660278820297
