class,Ui,Ui_SE,Ui_CI,Pi,Pi_SE,Pi_CI
0,0.8058823529411766,0.030424607192785946,0.05963223009786045,0.7071125603939846,0.029992251125755758,0.05878481220648128
1,0.817391304347826,0.025530421952734226,0.05003962702735908,0.885019203608451,0.0162627793245043,0.03187504747602843
